,Unnamed: 0,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
323,323,960476503875006464,2018-02-05,17:03:37,நீட் தேர்வில் தமிழகத்திற்கு விலக்கு அளிக்க வேண்டும் என்ற கொள்கையில் மாற்றமில்லை - அமைச்சர் செங்கோட்டையன்.#Sengottaiyan #NEET #NEETExemption #TamilNadu pic.twitter.com/YRR198bOWv,Sri Lanka Standard Time,22,1059896820,ThanthiTV,7,4,"#Sengottaiyan,#NEET,#NEETExemption,#TamilNadu",,None,,https://twitter.com/ThanthiTV/status/960476503875006464,விலக்கு
324,324,960453570607763456,2018-02-05,15:32:30,"நீட் தேர்வில் இருந்து விலக்கு பெற வலியுறுத்தி மத்திய,மாநில அரசுகளுக்கு எதிராக கண்டன ஆர்ப்பாட்டம்..!  http://www.malaimurasu.in/index.php/neet-exam-7/ … via @MalaimurasuTv",Sri Lanka Standard Time,1,740815249524285440,MalaimurasuTv,0,0,,,None,MalaimurasuTv,https://twitter.com/MalaimurasuTv/status/960453570607763456,விலக்கு
325,325,960448496997453824,2018-02-05,15:12:20,நீட் விலக்கு மசோதாவுக்கு குடியரசு தலைவர் ஒப்புதல் அளிக்கக்கோரி சென்னையில் பெருந்திரள் ஆர்ப்பாட்டம் - SDPI மாநில...  https://fb.me/OEdp2TQR ,Sri Lanka Standard Time,4,261668627,sdpitnhq,0,3,,,None,,https://twitter.com/sdpitnhq/status/960448496997453824,விலக்கு
326,326,960447597516394497,2018-02-05,15:08:46,கட்டண விலக்கு கோரிய ராணுவ அதிகாரியை தாக்கிய சுங்கச்சாவடி ஊழியர்கள் #rajasthan  https://goo.gl/aLxjTu ,Sri Lanka Standard Time,11,1943418931,polimernews,1,0,#rajasthan,,None,,https://twitter.com/polimernews/status/960447597516394497,விலக்கு
327,327,960439167841783808,2018-02-05,14:35:16,தேங்காய் குடுமி காட்டிட்டாரோட்டில் தேங்காயை வைத்து சுற்றி விடுவார்களாம்...அதன் குடுமி எந்த திசையில் நோக்கி நிலைக்கிறதோ...அது காட்டும் கடையை அபேஸ் பன்ன தேர்ந்தெடுப்பார்களாம்இந்து மதப்படி தேங்காய் பூசைக்கான பொருள் இத்தகைய திருட்டுக்களுக்கு தண்டனையில் இருந்து விலக்கு அளிக்கலாமே  pic.twitter.com/rvmJ0xY41T,Sri Lanka Standard Time,0,3490038014,zekarjkc,0,0,,,None,,https://twitter.com/zekarjkc/status/960439167841783808,விலக்கு
328,328,960432712006815745,2018-02-05,14:09:37,"நீட் தோ்விலிருந்து தமிழ்நாட்டிற்கு விலக்கு அளிக்க கோாி பெருந்திரள் ஆா்பாட்டத்தில் திண்டுக்கல் கிழக்கு மாவட்டச் செயலாளா், பழனி சட்டமன்ற உறுப்பினா் மதிப்புமிகு அண்ணன்  இ.பெ.செந்தில்குமார் M.A,B.L,அவர்கள் தலைமையேற்று கலந்து கொண்டு சிறப்புரையாற்றினார்...  pic.twitter.com/qNezM4CPMX",Sri Lanka Standard Time,3,2373387277,chandru3632,0,0,,,None,,https://twitter.com/chandru3632/status/960432712006815745,விலக்கு
329,329,960420628225404928,2018-02-05,13:21:36,"இன்று சின்னப்பா பூங்காவில், தமிழக மாணவர்களை வஞ்சிக்கும் நீட் தேர்விலிருந்து தமிழகத்திற்கு விலக்கு அளிக்கக் கோரி, கழக செயல் தலைவர் @mkstalin அவர்களின் ஆணைக்கினங்க தோழமைக் கட்சிகளின் சார்பில் நடைபெற்ற கண்டன ஆர்ப்பாட்டத்தில் கலந்துகொண்டன். #BanNEET pic.twitter.com/3t92YzA5u0",Sri Lanka Standard Time,36,1127235168,tamilraja_dmk,0,5,#BanNEET,,None,mkstalin,https://twitter.com/tamilraja_dmk/status/960420628225404928,விலக்கு
330,330,960416562023874560,2018-02-05,13:05:26,#நீட்_தேர்வு தமிழ்நாட்டிற்கு தேவையில்லை...தமிழ்நாட்டுக்கு விதி விலக்கு தேவை!!என்பதை வலியுறுத்தி..திருச்சியில் #திராவிடர்_கழகம்  நடத்திய ஆர்பாட்டத்தில் #மனிதநேய_மக்கள்_கட்சி மற்றும் #தமுமுக  பங்கேற்பு. pic.twitter.com/tUTcfJHVw0,Sri Lanka Standard Time,1,2253462374,kovaimmk,0,0,"#ந,#த,#மன,#தம",,None,,https://twitter.com/kovaimmk/status/960416562023874560,விலக்கு
331,331,960411950143459328,2018-02-05,12:47:07,"#கோவைநீட் தேர்விற்கு விலக்கு கோரி ஆர்ப்பாட்டம்""""'''''""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""கோவை:திராவிடர்...  https://fb.me/RP6v2Dm0 ",Sri Lanka Standard Time,2,2918266652,veeraarunthath1,0,0,#க,,None,,https://twitter.com/veeraarunthath1/status/960411950143459328,விலக்கு
332,332,960410440936271872,2018-02-05,12:41:07,நீட் தேர்வில் தமிழகத்திற்கு விலக்கு கேட்டு ஆர்ப்பாட்டம்  http://podhikaimalar.com/2018/02/ நீட்-தேர்வில்-தமிழகத்திற/,Sri Lanka Standard Time,0,3236694762,ponnuss73,0,0,,,None,,https://twitter.com/ponnuss73/status/960410440936271872,விலக்கு
333,333,960403959302316033,2018-02-05,12:15:21,திராவிடர்கழகம் சார்பில்நீட் தேர்விலிருந்து தமிழ்நாட்டிற்கு விலக்கு அளிக்கக் கோரியும்.தமிழ்நாடு சட்டப்...  https://fb.me/RXU0sue6 ,Sri Lanka Standard Time,0,2183775834,ANBARASUVPM,0,0,,,None,,https://twitter.com/ANBARASUVPM/status/960403959302316033,விலக்கு
334,334,960400509759877120,2018-02-05,12:01:39,#திராவிடர்_கழகம்_சார்பாக:1.நீட் தேர்விலிருந்து தமிழ்நாட்டிற்கு விலக்கு அளிக்கக் கோறியும்.2.தமிழ்நாடு சட்டப்...  https://fb.me/146WzPArI ,Sri Lanka Standard Time,2,2183775834,ANBARASUVPM,0,0,#த,,None,,https://twitter.com/ANBARASUVPM/status/960400509759877120,விலக்கு
335,335,960399525910376449,2018-02-05,11:57:44,*நீட் தேர்வு தமிழ்நாட்டிற்கு தேவையில்லை...*தமிழ்நாட்டுக்கு விதி விலக்கு தேவை!!என்பதை வலியுறுத்தி......  https://fb.me/8kVKI8ZiG ,Sri Lanka Standard Time,0,185266342,feroztmmk,0,0,,,None,,https://twitter.com/feroztmmk/status/960399525910376449,விலக்கு
336,336,960396439124721664,2018-02-05,11:45:29,நீட் தேர்வு தமிழ்நாட்டிற்கு தேவையில்லை!  தமிழ்நாட்டுக்கு விதி விலக்கு தேவை!!என்பதை வலியுறுத்தி திருச்சியில் அனைத்துக் கட்சியினர் பங்கு பெற்ற  பெருந்திரள் ஆர்ப்பாட்டத்தில்...நீட் தேர்வை எதிர்ப்போம்..மாணவர்களின் எதிர்காலம் காப்போம்....  pic.twitter.com/CuyQNJkF2b,Sri Lanka Standard Time,10,1602920232,Muthamil_DMK,0,1,,,None,,https://twitter.com/Muthamil_DMK/status/960396439124721664,விலக்கு
337,337,960394024442982400,2018-02-05,11:35:53,"நீட் தேர்வில் இருந்து தமிழகத்திற்கு விலக்கு அளிக்கக்கோரி திராவிடர் கழகம் சார்பில் ஆர்ப்பாட்டம்சென்னை, திருச்சி, நாகர்கோவிலில் திமுக, காங்கிரஸ், மதிமுக, விசிக உள்ளிட்ட கட்சியினர் ஆர்ப்பாட்டம் #NEET #Protest",Sri Lanka Standard Time,21,622872390,PTTVOnlineNews,2,5,"#NEET,#Protest",,None,,https://twitter.com/PTTVOnlineNews/status/960394024442982400,விலக்கு
338,338,960393017088663553,2018-02-05,11:31:53,நீட் தேர்வில் தமிழக மாணவர்களுக்கு விலக்கு அளிக்க முயற்சி..#amma #AIADMK #TNGovt #TNPolitics #TamilNadu pic.twitter.com/40Z43Q6829,Sri Lanka Standard Time,13,1928996635,Suresadmk,0,1,"#amma,#AIADMK,#TNGovt,#TNPolitics,#TamilNadu",,None,,https://twitter.com/Suresadmk/status/960393017088663553,விலக்கு
339,339,960391679076286464,2018-02-05,11:26:34,நீட் தேர்வு தமிழ்நாட்டிற்கு தேவையில்லை!  தமிழ்நாட்டுக்கு விதி விலக்கு தேவை!!என்பதை வலியுறுத்தி திருச்சியில் அனைத்துக் கட்சியினர் பங்கு பெற்ற  பெருந்திரள் ஆர்ப்பாட்டத்தில்...நீட் தேர்வை எதிர்ப்போம்..மாணவர்களின் எதிர்காலம் காப்போம்....  pic.twitter.com/LoZTUToZvF,Sri Lanka Standard Time,243,714316259383447552,KN_NEHRU,15,54,,,None,,https://twitter.com/KN_NEHRU/status/960391679076286464,விலக்கு
340,340,960388227155808256,2018-02-05,11:12:51,"நீட் தேர்விற்கு விலக்கு கோரி ஆர்ப்பாட்டம்""""'''''""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""கரூர்:திராவிடர் கழகம்...  https://fb.me/1DjuZSRIE ",Sri Lanka Standard Time,1,2918266652,veeraarunthath1,0,0,,,None,,https://twitter.com/veeraarunthath1/status/960388227155808256,விலக்கு
341,341,960384949101633537,2018-02-05,10:59:49,நீட் தேர்வில் தமிழக மாணவர்களுக்கு விலக்கு அளிக்க முயற்சி..#amma #AIADMK #TNGovt #TNPolitics #TamilNadu pic.twitter.com/NDNVTinI3e,Sri Lanka Standard Time,18,923849866861715456,AIADMKITWINGOFL,2,3,"#amma,#AIADMK,#TNGovt,#TNPolitics,#TamilNadu",,None,,https://twitter.com/AIADMKITWINGOFL/status/960384949101633537,விலக்கு
342,342,960352279969673216,2018-02-05,08:50:00,நான் என் கர்மாவை நயம்புகிறேன்..எனவே இருசக்கர வாகன தலைக்கவசம் அணிய மாட்டேன்னு எவனாவது..நீதிமன்றத்தை அணுகி விலக்கு வாங்க முடியுமா..நீதிமன்றத்தின் வேலைநேரத்தை கெடுக்கிறாயென தண்டனை கிடைக்கவும் வாய்ப்புண்டு..,Sri Lanka Standard Time,6,26447612,mekalapugazh,0,3,,,None,,https://twitter.com/mekalapugazh/status/960352279969673216,விலக்கு
343,343,960339209960742920,2018-02-05,07:58:04,@SriniLeaks @mrithulaM சிற்பங்களை ரசிஅடிவானத்தோடு உரையாடுஎதையும் கும்பிடாதேமுதுமையைக் கொண்டாடுடீயும் சிகரெட்டும் துணைவிஞ்ஞானம் விலக்குபெண்களோடு இருஆயிலும் அரசியலும் மனிதகுல எதிரிகள்..#சமயவேல்,Sri Lanka Standard Time,6,2353846260,thooyon_,1,4,#சமயவ,,None,"mrithulaM,SriniLeaks",https://twitter.com/thooyon_/status/960339209960742920,விலக்கு
344,344,960337261421187072,2018-02-05,07:50:19,#நீட் தேர்வில் இருந்து விலக்கு பெற வலியுறுத்தி இன்று அனைத்து கட்சி சார்பில் கண்டன ஆர்ப்பாட்டம்#neet,Sri Lanka Standard Time,34,739042814755901440,News18TamilNadu,2,5,"#ந,#neet",,None,,https://twitter.com/News18TamilNadu/status/960337261421187072,விலக்கு
345,345,960333675769376768,2018-02-05,07:36:05,"மதுவை மட்டும் விலக்கு...மகிழ்ச்சி மட்டுமே உன் இலக்கு.,,👍😂😂😂😂😂👌👌 Cool Mrg my soulssss🙏🌼🌼🌼🌼🌼🌼🌼🌼💐💐💐🙋",Sri Lanka Standard Time,2,949137222728482820,Priya_twtzzz,0,1,,,None,,https://twitter.com/Priya_twtzzz/status/960333675769376768,விலக்கு
346,346,960331777658126336,2018-02-05,07:28:32,@PTTVOnlineNews மிக மிக சரி !! எம் காவியத் தலைவன் புரட்சி தலைவர் மட்டும் தான் அதற்கு விதி விலக்கு!!,Sri Lanka Standard Time,0,2578187227,NungaiSaravanan,0,0,,,None,PTTVOnlineNews,https://twitter.com/NungaiSaravanan/status/960331777658126336,விலக்கு
347,347,960307533607968768,2018-02-05,05:52:12,"இந்தியாவின் பொருளாதாரத்தை சீர்படுத்த முதலாவது வருணாசிரம முறை ஒழிய வேண்டும்;இரண்டாவது மதசம்பந்தமான எண்ணங்கள் அகற்ற வேண்டும்;மூன்றாவது கோவில்,குளம்,சாத்தான், ‘சனி விலக்கு’ எண்ணங்கள் அழிக்க வேண்டும். அரசன், ஜமீன்தாரன் தத்துவங்கள் அழிக்க வேண்டும்.( ‘குடி அரசு’- தலையங்கம் -13-9-1931)",Sri Lanka Standard Time,0,170397034,CheMurali,0,0,,,None,,https://twitter.com/CheMurali/status/960307533607968768,விலக்கு
348,348,960195034795708416,2018-02-04,22:25:10,காவிரியில் தண்ணீர் பெற்றுத்தர பாஜக முனைந்து செயல்படுவதாக துணிந்து பொய் சொல்லும் தமிழிசை அவர்களே!தண்ணீர் விடவேண்டும் என்று எடியூரப்பாவை ஒரு அறிக்கை விடச்சொல்லுங்கள் பார்க்கலாம்!நிம்மி நீட்டுக்கு விலக்கு வாங்கித்தந்த மாதிரி 'பீலா' விடாதீர்கள்!@DrTamilisaiBJP @HRajaBJP,Sri Lanka Standard Time,58,2380473174,punithanadv,2,34,,,None,"DrTamilisaiBJP,HRajaBJP",https://twitter.com/punithanadv/status/960195034795708416,விலக்கு
349,349,960194111268519936,2018-02-04,22:21:30,"@oorkkaaran பாயிண்ட் அதில்ல. இருக்கற விலைவாசிச் சூழலில், 5 லட்சம் வரை வரி விலக்கு யதார்த்தமானதே. இதன் மூலம் அரசு இழக்கும் 16000 கோடிகளை, செல்வந்தர்களிடமிருந்து எளிதில் வசூலிக்க முடியும்.",Sri Lanka Standard Time,0,15132089,AmmU_MaanU,0,0,,,None,oorkkaaran,https://twitter.com/AmmU_MaanU/status/960194111268519936,விலக்கு
350,350,960192278340882433,2018-02-04,22:14:13,@AmmU_MaanU வருமானமே இல்லைன்னு பொங்குறான்!அப்புறம்.. வருமானவரி விலக்கு வரம்பை உயர்த்தாமல் விட்டுட்டாங்கன்னும் பொங்குறான்!தீஸ் இன்டர்நெட் இண்டியன்ஸ் ஆர் ரேர் ஸ்பீசிஸ்!😸😸😸,Sri Lanka Standard Time,0,244412769,oorkkaaran,1,0,,,None,AmmU_MaanU,https://twitter.com/oorkkaaran/status/960192278340882433,விலக்கு
351,351,960184596842266624,2018-02-04,21:43:41,அடுத்தவருடம் பொதுத்தேர்தல் வருடமென்பதால்..இந்தவருடம்..அழுத்தம் கொடுத்தால்..நீட் விலக்கு பெற வாய்ப்பிருக்கும்தானே..,Sri Lanka Standard Time,22,26447612,mekalapugazh,2,11,,,None,,https://twitter.com/mekalapugazh/status/960184596842266624,விலக்கு
352,352,960180071033024512,2018-02-04,21:25:42,நீட் தேர்வில் தமிழகத்திற்கு விலக்கு அளிக்க கோரும் நீதிமன்ற வழக்கை துரிதப்படுத்த நடவடிக்கை எடுக்கப்பட்டு வருவதாக பள்ளி கல்வித் துறை அமைச்சர் திரு கே ஏ செங்கோட்டையன் தெரிவித்துள்ளார்.,Sri Lanka Standard Time,0,829564095892385792,airnews_Chennai,0,0,,,None,,https://twitter.com/airnews_Chennai/status/960180071033024512,விலக்கு
353,353,960172516642668544,2018-02-04,20:55:41,நீட் தேர்வில் தமிழகத்திற்கு விலக்கு அளிக்க கோரும் நீதிமன்ற வழக்கை துரிதப்படுத்த நடவடிக்கை எடுக்கப்பட்டு வருவதாக மாநில அமைச்சர் திரு கே ஏ செங்கோட்டையன் தெரிவித்துள்ளார்.,Sri Lanka Standard Time,0,829564095892385792,airnews_Chennai,0,0,,,None,,https://twitter.com/airnews_Chennai/status/960172516642668544,விலக்கு
354,354,960163959973101569,2018-02-04,20:21:41,"நகைமுரண்:✍️யதார்த்தத்தமற்ற அதீத கற்பனாவாதத்துடன் கதை, கவிதைகளைப் புனையும் வீணர்கள் பெண் புனைபெயரில் புகுந்துவிளையாடுவதேன்? சகலத்திலும் முரண்நகையானவர்களென்று புரிபடவா!🙃🤘விலக்கு: சுஜாதா ரங்கராஜன்",Sri Lanka Standard Time,0,919230769398026241,PriyankaHyd,0,0,,,None,,https://twitter.com/PriyankaHyd/status/960163959973101569,விலக்கு
355,355,960126700251066368,2018-02-04,17:53:38,நீட் தேர்விலிருந்து விலக்கு பெற இரு வழிகள்: அன்புமணி விளக்கம்  https://fb.me/87tYG2OxS ,Sri Lanka Standard Time,0,602148579,thebaals92,0,0,,,None,,https://twitter.com/thebaals92/status/960126700251066368,விலக்கு
356,356,960085463007571969,2018-02-04,15:09:46,"@HRajaBJP @PTTVOnlineNews @AlaTwitz முரண்பாடாக பேசுவதே வழக்கம். இந்து கோவில்களில் சுரண்டல் இருக்கிறதா, இல்லையா? அதை செய்பவர் யாரானாலும். அரசாக இருந்தாலும், இந்துவாக  இருந்தாலும்  விதி விலக்கு கிடையாது. மைனாரிட்டி மதம் என்றாலும் விதி விலக்கு கிடையாது. இதில் , உங்களுக்கு எந்த  அம்சத்தில் வயிறு எரிகிறது?",Sri Lanka Standard Time,0,2962301731,nalliah1948,0,0,,,None,"AlaTwitz,PTTVOnlineNews,HRajaBJP",https://twitter.com/nalliah1948/status/960085463007571969,விலக்கு
357,357,960064029610754048,2018-02-04,13:44:36,தேர்தல் கமிஷன் அளித்தது விலக்கு; ஓட்டுக்கு விலை பேசும் கட்சிகள் உற்சாகம் | Dinamalar  http://m.dinamalar.com/detail.php?id=1951836 …,Sri Lanka Standard Time,0,2724472549,Padagotti,0,0,,,None,,https://twitter.com/Padagotti/status/960064029610754048,விலக்கு
358,358,960037023322030081,2018-02-04,11:57:17,தேர்தல் கமிஷன் அளித்தது விலக்கு; ஓட்டுக்கு விலை பேசும் கட்சிகள் உற்சாகம்  http://dlvr.it/QDx0XT  pic.twitter.com/sIgUdluaSR,Sri Lanka Standard Time,0,21069512,tamilnadu,0,0,,,None,,https://twitter.com/tamilnadu/status/960037023322030081,விலக்கு
359,359,960016719078031361,2018-02-04,10:36:36,நீட் தேர்வில் இருந்து விலக்கு பெற வலியுறுத்தி  காங்கிரஸ் சார்பில் நாளை கண்டன ஆர்ப்பாட்டம் - தமிழக காங்கிரஸ் கமிட்டி தலைவர் திருநாவுக்கரசர் @INCTamilNadu,Sri Lanka Standard Time,22,739042814755901440,News18TamilNadu,3,10,,,None,INCTamilNadu,https://twitter.com/News18TamilNadu/status/960016719078031361,விலக்கு
360,360,960015254125133824,2018-02-04,10:30:47,நீட் தேர்விலிருந்து தமிழகத்திற்கு விலக்கு அளிக்க கோரி எதிர்கட்சிகளுடன் இணைந்து நாளை காலை தமிழகத்தின் அனைத்து மாவட்டங்களிலும் ஆர்ப்பாட்டம்  - காங்கிரஸ் கமிட்டி மாநில தலைவர் திருநாவுக்கரசு நெல்லையில் பேட்டி @karthickselvaa @PTTVOnlineNews @ThiruArasarINC pic.twitter.com/baZYL4NY6t,Sri Lanka Standard Time,3,780063255603453952,pt_nagarajan,0,0,,,None,"karthickselvaa,PTTVOnlineNews,ThiruArasarINC",https://twitter.com/pt_nagarajan/status/960015254125133824,விலக்கு
361,361,959992044922970112,2018-02-04,08:58:33,மதுவை மட்டும் விலக்கு...மகிழ்ச்சி மட்டுமே உன் இலக்கு..காலை வணக்கம்....,Sri Lanka Standard Time,0,2284794962,ivan_twits,0,0,,,None,,https://twitter.com/ivan_twits/status/959992044922970112,விலக்கு
362,362,959881779879563265,2018-02-04,01:40:24,தேர்தல் கமிஷன் அளித்தது விலக்கு; ஓட்டுக்கு விலை பேசும் கட்சிகள் உற்சாகம்: ... [[ This is a…  https://goo.gl/fb/QqbnBj ,Sri Lanka Standard Time,0,130064447,singarls19,0,0,,,None,,https://twitter.com/singarls19/status/959881779879563265,விலக்கு
363,363,959839505866895360,2018-02-03,22:52:25,நீட் தேர்விலிருந்து விலக்கு பெற இரு வழிகள்: அன்புமணி விளக்கம்  https://fb.me/2AGRGjgEU ,Sri Lanka Standard Time,0,1572687247,MANIGANDANR8,0,0,,,None,,https://twitter.com/MANIGANDANR8/status/959839505866895360,விலக்கு
364,364,959836928739717121,2018-02-03,22:42:11,"@THANGAM5758 சோடா பாட்டில்-க்கு பகிரங்க மன்னிப்பு கேட்டாச் _எனினும்,ஜீயர் மடம், சங்கர மடம் முறையான ஆடிட்டிங்கிற்கு திறந்த புத்தகங்கள் -டிரஸ்ட் மூலம் பல சேவை செய்து 80G மூலம் விலக்கு பெறுபவவை -#நித்தி போன்றோரை வாரிசாக அறிவிச்சு செருப்படி பெற்றவர்கள் அல்லர்",Sri Lanka Standard Time,0,3228897595,swarnamrutha,1,0,#ந,,None,THANGAM5758,https://twitter.com/swarnamrutha/status/959836928739717121,விலக்கு
365,365,959828870378803200,2018-02-03,22:10:10,நீட் தேர்விலிருந்து விலக்கு பெற இரு வழிகள்: அன்புமணி விளக்கம்  https://fb.me/1SVGtONuN ,Sri Lanka Standard Time,0,293973900,karthirtl,0,0,,,None,,https://twitter.com/karthirtl/status/959828870378803200,விலக்கு
366,366,959821802733174784,2018-02-03,21:42:05,நீட் தேர்விலிருந்து விலக்கு பெற இரு வழிகள்: அன்புமணி விளக்கம்  http://tamil.thehindu.com/tamilnadu/article22630399.ece …,Sri Lanka Standard Time,1,60921556,naanjilpeter,0,0,,,None,,https://twitter.com/naanjilpeter/status/959821802733174784,விலக்கு
367,367,959803272000253952,2018-02-03,20:28:26,இவர்களாவது தீவிரவாதிகள் என்று தெறிகிறது. ஆயுதமே இல்லாமல் மக்கள் மீது விலைவாசி ஏற்றுபவரை என்ன என்று கூற. மக்களை பொருத்தவரை விலைவாசி என்ற ஆயுதத்தை விலக்கு முடியாமல் வாழவும்முடியாமல் தத்தளிக்கின்றனர்.  https://twitter.com/dinathanthi/status/959802208966627330 …,Sri Lanka Standard Time,0,821736114646118400,sivagami63,0,0,,,None,,https://twitter.com/sivagami63/status/959803272000253952,விலக்கு
368,368,959772639853203456,2018-02-03,18:26:43,2009 ஜூலைக்கு பிறகு Ph.D. பதிவு செய்தவர்கள் NET / SET தேர்வில் வெற்றி பெறுவதில் இருந்து விலக்கு  http://bit.ly/2Eyq6UB உயர்கல்வி நிலையங்களில் கல்வி பணியாற்றும் நண்பர்களுக்கு மகிழ்ச்சியான செய்தி........ 2009 ஜூலைக்கு பிறகு Ph.D. பதிவு செய்தவர்கள் NET / SET தேர்வில் வெற்றி பெ… pic.twitter.com/TxDmESkvtj,Sri Lanka Standard Time,0,465562537,kskumarji,0,0,,,None,,https://twitter.com/kskumarji/status/959772639853203456,விலக்கு
369,369,959772492863741952,2018-02-03,18:26:08,2009 ஜூலைக்கு பிறகு Ph.D. பதிவு செய்தவர்கள் NET / SET தேர்வில் வெற்றி பெறுவதில் இருந்து விலக்கு  https://positivebunch.wordpress.com/2018/02/03/2009-%e0%ae%9c%e0%af%82%e0%ae%b2%e0%af%88%e0%ae%95%e0%af%8d%e0%ae%95%e0%af%81-%e0%ae%aa%e0%ae%bf%e0%ae%b1%e0%ae%95%e0%af%81-ph-d-%e0%ae%aa%e0%ae%a4%e0%ae%bf%e0%ae%b5%e0%af%81-%e0%ae%9a%e0%af%86/ …,Sri Lanka Standard Time,0,465562537,kskumarji,0,0,,,None,,https://twitter.com/kskumarji/status/959772492863741952,விலக்கு
370,370,959749774944690176,2018-02-03,16:55:52,"நீட் தேர்வு விவகாரத்தில்..,தமிழக அரசு இனியும் அலட்சியம் காட்டாமல்,சட்ட வல்லுனர்களுடன் ஆலோசனை நடத்தி,மத்திய அரசிடமிருந்தோ, உச்சநீதிமன்றத்திடமிருந்தோ..,நீட் தேர்வுக்கு விலக்கு பெறBJP பினாமி தமிழக அரசு நடவடிக்கை எடுக்கவேண்டும்!செய்வார்களா?",Sri Lanka Standard Time,4,16863450,gokula15sai,1,2,,,None,,https://twitter.com/gokula15sai/status/959749774944690176,விலக்கு
371,371,959749410761728001,2018-02-03,16:54:25,"இதனால்,நீட் தேர்வு குறித்த முதன்மை வழக்கில்நுழைவுத்தேர்வு  குறித்த தமிழகத்தின் வரலாறு மற்றும் சட்டத்தை எடுத்துக்கூறி எளிதாக விலக்கு பெறலாம். ஆனால்,அதற்கான முயற்சிகளை செய்யாமல் நீட்டை தடுக்க முடியாது என பினாமி தமிழக அரசு கூறுவது கண்டிக்கத்தக்கது.",Sri Lanka Standard Time,7,16863450,gokula15sai,1,4,,,None,,https://twitter.com/gokula15sai/status/959749410761728001,விலக்கு
372,372,959718798097047553,2018-02-03,14:52:46,நீட் தேர்வில் இருந்து தமிழ் நாட்டிற்கு விலக்கு  அளிக்கக்கோரி முழக்கங்கள்Read:  http://tl.gd/n_1sqe25l ,Sri Lanka Standard Time,1,224134848,viduthalainews,0,0,,,None,,https://twitter.com/viduthalainews/status/959718798097047553,விலக்கு
373,373,959708588477366272,2018-02-03,14:12:12,மது விலக்கு  https://twitter.com/rajini4TnCM/status/959620932800192512 …,Sri Lanka Standard Time,0,2956156116,Im_manistar9797,0,0,,,None,,https://twitter.com/Im_manistar9797/status/959708588477366272,விலக்கு
374,374,959678077436493824,2018-02-03,12:10:58,1813 ஆம் ஆண்டு வெள்ளைக்காரன் கொத்தடிமை ஒழிப்பு சட்டம் கொண்டு வந்ததாலதான் நீங்க இன்னிக்கு சுதந்திரமா இருக்கீங்க- முரட்டு உபிஸ்அந்த சட்டத்துல திமுக வுக்கு முழு விலக்கு குடுத்திருக்காங்க போல நீங்க இன்னமும் கொத்தடிமையா தான டா  இருக்கீங்க,Sri Lanka Standard Time,1,1699626457,sureshbabu1983,0,1,,,None,,https://twitter.com/sureshbabu1983/status/959678077436493824,விலக்கு
375,375,959669154000224257,2018-02-03,11:35:30,@iZhagaran ஏன் பா என்ன சொல்றீங்க மத்திய அரசிடன் என்ன பேச வாங்க முடியுது.. நீட்க்கு எப்போ விலக்கு வாங்க போகுது இந்த அரசு?! நீட் தான் முடிவு பண்ணிட்டா போராடி போராடி என்ன செய்ய போன முறை மாதிரி மாணவர்கள் வாழ்க்கை வீணாகவேண்டியது தான்.. அடுத்தக்கட்டமா இதவாது செய்றாளேனு சந்தோச தான் படனும்..,Sri Lanka Standard Time,0,1156120248,chandra_kalaS,0,0,,,None,iZhagaran,https://twitter.com/chandra_kalaS/status/959669154000224257,விலக்கு
376,376,959660910901059584,2018-02-03,11:02:45,ஏன் அதிலும் மைனாரிட்டி என்று சலுகை வேணுமா ? இல்லே விலக்கு வேணுமா  https://twitter.com/mtsahameed/status/959659273155309568 …,Sri Lanka Standard Time,1,2253031309,swamies07,0,0,,,None,,https://twitter.com/swamies07/status/959660910901059584,விலக்கு
377,377,959638246673141760,2018-02-03,09:32:41,1813 ஆம் ஆண்டு வெள்ளைக்காரன் கொத்தடிமை ஒழிப்பு சட்டம் கொண்டு வந்ததாலதான் நீங்க இன்னிக்கு சுதந்திரமா இருக்கீங்க- முரட்டு உபிஸ்அந்த சட்டத்துல திமுக வுக்கு முழு விலக்கு குடுத்திருக்காங்க போல நீங்க இன்னமும் கொத்தடிமையா தான டா  இருக்கீங்க -மீ  pic.twitter.com/w87bHyeXFU,Sri Lanka Standard Time,19,1364030790,dhanushk1990,0,3,,,None,,https://twitter.com/dhanushk1990/status/959638246673141760,விலக்கு
378,378,959634749366177792,2018-02-03,09:18:48,இந்த பட்ஜெட்ல வருமான வரி விலக்கு அதிகரிக்கவே என்றாலும் முந்தைய பட்ஜெட்டில் செய்யப்பட்டது! ஒரே ஒரு தடவை வருமான வரி வரம்பு மாற்றப்படவில்லை என்ற ஒரே காரணத்தை வைத்து பிஜேபியை ஏன் குற்றம் சொல்கிறோம்?!! யார் நம்முடைய சிறிய எதிபார்ப்பை அவர்களுக்கு சாதகமாக்குகிறார்கள்?!! (7/n),Sri Lanka Standard Time,4,4689495258,Mr_Mannaangatti,1,1,,,None,,https://twitter.com/Mr_Mannaangatti/status/959634749366177792,விலக்கு
